,A_ALL_POW,A_ALL_IND,A_ALL_MOB,A_ALL_RES,A_NH3_AGR,A_ALL_SLV,A_ALL_OTH,B_ALL_POW,B_ALL_IND,B_ALL_MOB,B_ALL_RES,B_NH3_AGR,B_ALL_SLV,B_ALL_OTH,C_ALL_POW,C_ALL_IND,C_ALL_MOB,C_ALL_RES,C_NH3_AGR,C_ALL_SLV,C_ALL_OTH,D_ALL_POW,D_ALL_IND,D_ALL_MOB,D_ALL_RES,D_NH3_AGR,D_ALL_SLV,D_ALL_OTH,E_ALL_POW,E_ALL_IND,E_ALL_MOB,E_ALL_RES,E_NH3_AGR,E_ALL_SLV,E_ALL_OTH,F_ALL_POW,F_ALL_IND,F_ALL_MOB,F_ALL_RES,F_NH3_AGR,F_ALL_SLV,F_ALL_OTH,G_ALL_POW,G_ALL_IND,G_ALL_MOB,G_ALL_RES,G_NH3_AGR,G_ALL_SLV,G_ALL_OTH,H_ALL_POW,H_ALL_IND,H_ALL_MOB,H_ALL_RES,H_NH3_AGR,H_ALL_SLV,H_ALL_OTH,I_ALL_POW,I_ALL_IND,I_ALL_MOB,I_ALL_RES,I_NH3_AGR,I_ALL_SLV,I_ALL_OTH,J_ALL_POW,J_ALL_IND,J_ALL_MOB,J_ALL_RES,J_NH3_AGR,J_ALL_SLV,J_ALL_OTH,K_ALL_POW,K_ALL_IND,K_ALL_MOB,K_ALL_RES,K_NH3_AGR,K_ALL_SLV,K_ALL_OTH,L_ALL_POW,L_ALL_IND,L_ALL_MOB,L_ALL_RES,L_NH3_AGR,L_ALL_SLV,L_ALL_OTH,M_ALL_POW,M_ALL_IND,M_ALL_MOB,M_ALL_RES,M_NH3_AGR,M_ALL_SLV,M_ALL_OTH,N_ALL_POW,N_ALL_IND,N_ALL_MOB,N_ALL_RES,N_NH3_AGR,N_ALL_SLV,N_ALL_OTH,O_ALL_POW,O_ALL_IND,O_ALL_MOB,O_ALL_RES,O_NH3_AGR,O_ALL_SLV,O_ALL_OTH,P_ALL_POW,P_ALL_IND,P_ALL_MOB,P_ALL_RES,P_NH3_AGR,P_ALL_SLV,P_ALL_OTH,Q_ALL_POW,Q_ALL_IND,Q_ALL_MOB,Q_ALL_RES,Q_NH3_AGR,Q_ALL_SLV,Q_ALL_OTH
30,1.013991,0.9206761,1.255347,0.9023496,1.379134,0.6703506,1.112903,0.9409155,1.329151,1.071292,0.591857,1.037484,0.6767254,0.6928285,0.5458315,0.5721513,0.802544,0.6297016,1.293035,0.634398,1.22665,1.278379,1.496655,1.324163,1.329419,1.057548,1.363994,0.6393551,0.8200095,0.5980144,0.5683418,1.101465,1.04E+00,1.240245,0.8001593,0.5171912,1.174756,1.305952,0.626838,0.787203,1.159755,0.9051652,0.5993591,1.23542,1.3496,0.8340618,1.337002,0.8946854,0.8187898,0.8095347,1.487905,0.7757451,0.9318848,1.217854,1.062412,0.7396212,1.174021,1.103454,1.360431,0.8465861,0.692415,1.073548,0.7578438,1.481136,0.5665889,1.402892,1.3171,0.572758,0.9992573,1.29114,0.5723954,1.359999,0.5403635,0.6183315,0.7920865,1.208984,1.22902,0.7541824,1.085737,0.5211681,0.5704135,0.7943016,0.9959814,0.6104748,1.385109,1.186483,0.7109277,1.266599,1.182736,0.6520472,0.8431702,0.8249274,0.845521,0.705252,1.213815,0.5922164,0.8467593,1.168223,1.208923,0.9717082,0.8661505,0.6267442,1.120435,0.9651494,1.362139,0.7654066,1.397882,1.401053,1.35538,0.8798242,0.5252372,0.9448386,1.496774,0.9642629,1.399979,0.5201262,0.6590574,0.5854311,0.9960273
31,1.397548,1.33385,1.464938,0.5097102,1.184098,0.60515,1.380399,1.222612,1.247175,0.9233225,0.5968442,0.9265867,1.340799,1.263292,0.9431797,1.252204,1.498866,0.7933319,1.399335,1.34207,0.5582663,0.8566056,0.8028701,0.6293076,0.7079549,0.6608316,1.132971,1.143758,1.316712,1.229258,1.070659,1.347767,0.5080342,1.163253,0.5473991,1.207301,0.8617218,0.9982251,0.9671793,1.456989,1.075929,0.7619968,0.655497,1.189945,1.491203,1.395795,0.7276728,1.269422,0.9467453,1.147775,0.8341258,0.7657254,0.8870955,1.276325,1.417785,0.8647842,1.155979,1.071603,0.6142553,0.9847614,0.5596786,0.7582194,1.40334,1.262143,0.7717019,1.338397,1.251102,0.6025452,1.228393,0.9602167,0.5820798,1.363141,0.7136526,1.228846,0.8812733,0.6308067,1.182937,0.8398506,1.063105,0.5950895,0.6852115,0.9752259,0.6220128,1.233578,1.443889,0.7674335,0.6117326,0.8458705,0.5412205,1.123196,1.476321,1.151007,1.24647,0.9276492,0.9418279,0.8927096,1.028719,1.359991,1.353818,1.215306,0.6821936,1.113995,1.057114,1.224029,0.6876589,0.5956188,1.2191,1.033249,0.9950516,1.275747,1.001754,0.8036289,1.263216,0.9460307,1.014248,0.9844526,0.7862066,0.5709625,0.7227847
32,1.351664,1.230231,1.495845,1.264519,0.8838953,1.243573,1.184943,0.7086118,1.022787,1.001064,1.236437,1.27544,1.498533,0.6352988,1.267466,0.8427966,1.318112,0.8729843,0.746814,0.5357704,0.6424886,1.303483,1.225819,0.7809527,0.5218587,0.9976926,0.6158969,0.9693741,1.302052,1.375358,0.956503,0.7827562,0.5510717,0.9495491,0.6511416,0.8519624,1.193149,0.5733317,1.177633,1.044086,1.353948,1.430961,0.9267138,1.231488,0.6143104,0.9638138,0.630857,0.6849422,0.5310006,0.7875504,1.166341,0.7882223,1.287113,1.025748,1.251408,1.023971,1.404412,1.152393,0.5426599,0.7612027,1.202676,0.7097972,0.8464182,1.381177,1.144561,0.5884934,0.9193674,0.836484,1.159157,0.5814096,1.237147,0.9380162,0.745351,1.077728,0.6263409,0.9218997,1.46427,1.206831,0.7666423,0.6705449,1.355097,1.253586,0.8836504,0.7047786,0.9715171,1.230781,0.7608301,0.9628239,1.223141,1.340461,0.6100502,0.8157566,0.7749356,1.482581,1.266672,0.8270514,1.084328,0.9955362,1.049427,1.363317,0.7894452,1.293612,0.965654,1.319126,1.19418,0.5533246,0.6457905,1.246885,0.5545984,0.5170081,1.180763,0.5850812,1.02325,1.059655,0.9686059,1.486001,0.7761738,0.9092748,1.05966
33,0.7401633,1.499045,0.6633426,0.8811966,0.6804534,1.471391,1.350581,1.355416,0.9738178,1.432354,0.9123568,0.5437333,1.407404,1.278325,1.181033,1.223985,0.8379316,0.5465595,0.9992402,1.080693,1.112909,0.5308525,1.456399,0.5061332,1.302035,0.6684675,0.8925061,1.49032,1.021158,1.20482,0.7882416,0.875268,0.6108759,0.6856474,1.435654,1.0029,0.7177692,1.462229,1.226173,1.018476,1.269739,1.188951,1.243873,0.6562521,0.6653728,0.5901781,0.5276775,0.5322398,1.278622,1.207121,1.361159,1.171934,0.7725346,1.078968,0.7008704,1.205697,0.818933,0.9697094,1.049647,1.264536,1.341385,0.7477602,0.5435958,0.9189981,0.6520722,0.6370888,0.896563,0.5092562,0.865914,1.173491,1.418716,0.6301106,0.7644456,1.220228,1.306089,1.373959,1.328378,0.675147,0.5764819,1.416371,0.6402544,1.355305,0.7117888,1.378204,0.5936611,0.897163,1.303792,1.444408,1.272277,0.5594354,0.5136089,1.121117,0.8505565,1.208188,1.077067,1.394792,0.5578551,1.320065,0.7626768,0.8925625,1.019821,0.5809212,1.440127,1.287816,1.255941,0.8451844,1.162143,0.5523068,0.5260192,0.8769118,0.5478405,1.479999,0.8889022,0.7457764,0.5919459,0.9438037,0.973455,1.402892,1.262837
34,1.034355,1.400949,0.9619792,1.195736,1.430444,1.420656,1.143664,1.093757,1.0451,1.260465,1.087678,1.124309,0.7499702,1.490515,1.430617,0.8163702,0.563036,0.9489891,0.5647983,1.368854,1.259121,0.6629266,0.7596066,1.407865,0.8134986,1.278536,1.104832,1.001533,1.227771,0.5350898,0.5798619,0.9788822,0.6657652,1.028764,0.5582071,1.297448,0.7175474,0.706517,1.169872,1.105249,1.40152,1.121723,1.332207,1.41374,0.8483083,0.6485319,0.8674778,0.521808,0.799226,0.7668226,1.135976,0.6244658,0.5005939,0.7143603,0.5192382,0.6089288,0.8297528,1.168618,0.7466415,1.281346,1.440824,0.942131,1.406262,0.5262759,0.5939352,1.44864,1.492244,1.471206,0.8757123,1.045669,1.477524,1.213811,1.104117,0.9720488,0.5848581,0.5384425,1.09958,1.390334,0.8415585,0.563063,0.850228,1.058024,1.102307,0.5706729,1.032848,1.257063,0.891869,1.201872,1.322026,0.9726397,1.364016,1.489828,1.133413,0.8821838,0.8830869,1.36137,0.7199698,0.5059309,1.189719,0.6246678,1.415455,1.179445,0.7835958,0.746547,1.081894,1.372165,0.544521,0.978545,1.342404,1.330796,0.640709,1.267226,1.41269,0.8710786,0.9874599,1.007799,0.7148237,0.548089,0.7857605
35,1.093565,0.9062045,1.049179,1.413934,0.8441536,0.5951002,1.253935,0.8100034,0.9557158,1.025068,0.6559727,1.149789,1.385503,0.622389,0.7851074,0.7414054,1.349429,1.29326,1.276278,1.276168,1.287224,1.208799,0.7969683,1.17873,0.8210693,1.023391,1.470271,0.5812828,1.469724,0.6566268,0.932661,1.159381,1.162503,0.8397459,0.9303964,0.784251,0.9096432,1.207162,1.335688,0.5492942,0.5557302,0.535915,1.445922,0.6657536,1.487323,0.714363,0.7926222,0.8346681,0.5359712,1.362682,0.9958706,1.346563,1.084311,1.432746,0.960421,0.617114,0.5967362,1.265979,0.9306429,0.672283,1.126117,0.5526384,0.9647097,1.225996,1.453327,1.371592,0.6822842,1.30147,1.129493,1.388356,1.048237,0.8047667,1.138082,0.6969137,1.279952,1.087862,0.8424019,0.6546325,0.9554003,0.945702,0.7805747,1.385603,0.9653256,0.9111693,0.7107562,1.460502,0.552772,1.104757,1.242088,1.199449,1.125015,1.404069,1.201797,0.8203959,1.148844,1.378092,0.8712053,1.257426,1.436833,1.378231,0.5445787,1.304578,0.7102867,0.5713756,1.101792,1.041104,0.8114157,0.5827998,1.402793,0.6718586,1.126045,1.392104,1.015375,1.012716,0.8792082,0.6163905,0.5873129,1.106774,1.047492
36,1.421521,1.340972,0.6968821,1.142544,1.150841,1.442568,0.5243571,1.455186,1.16057,1.355868,0.6170943,0.6849759,1.354654,0.70337,1.414015,0.7810342,0.7763386,0.6802107,1.429485,1.294652,0.6145203,0.6802442,1.164464,1.354566,1.298404,1.232911,1.079666,1.451582,0.7499311,0.8977388,0.5907789,1.430165,1.404686,0.8918326,1.38171,0.8086058,0.7401584,0.7751318,0.6217734,1.184224,0.9506343,0.9407962,1.067307,1.208298,1.117264,0.5535695,0.7112149,0.6908656,1.149103,1.485674,0.5712988,1.144602,0.6066634,0.9205877,0.7179803,0.5480949,0.7180648,0.939153,1.451336,0.6429303,1.182415,0.7888879,1.338998,1.481398,1.238275,0.5244293,0.58029,1.388467,0.588651,0.5063762,1.203376,0.9177955,1.076663,0.5501524,0.806518,1.061224,1.397742,1.413531,1.152965,0.782334,0.6711067,0.7086325,1.465381,1.472574,1.173338,0.6211767,0.8316392,1.391087,1.423852,1.452933,0.878041,0.7432372,0.5037059,1.137072,1.193274,1.174333,1.184255,1.350027,0.8148518,1.22499,0.8357796,0.7108377,1.071899,1.230792,1.019798,0.7152447,1.223665,0.594011,0.9304725,0.9715826,0.6253531,0.5420342,1.338428,0.6493061,1.371824,0.7506283,1.498694,0.789903,0.5455603
37,0.5738463,0.5086916,1.302114,0.7585382,0.9273679,0.7398705,1.249304,1.004594,1.348343,1.007084,1.259426,0.7652094,0.9006976,0.5976298,1.246554,0.9248246,1.297388,1.012794,1.435716,1.072937,0.9475118,1.46699,0.9325286,1.004596,1.110515,0.6149388,0.7523171,0.8775441,0.9070195,0.9511808,0.6007391,0.794352,1.270272,1.462447,0.6666953,0.6270879,0.5319581,1.293366,0.7946226,1.2874,1.466699,1.338097,0.9456678,1.305997,0.6723302,1.127929,1.193355,0.8510585,1.115252,0.8865545,0.6907406,0.8472903,0.8227687,1.292904,0.7394805,1.233937,0.976163,0.8225182,0.891441,1.309912,0.5617741,0.9800464,0.7100746,1.309662,0.6678362,0.5536119,0.9162243,1.255522,0.9682226,1.080565,1.489046,1.204022,1.368664,0.9307878,0.856237,1.282914,0.6559293,0.8122264,0.9447658,0.5045718,0.5676514,0.9385956,1.416434,0.820465,1.37294,1.22432,0.8615932,1.241282,0.5950542,1.200563,1.063425,1.434308,0.9394248,1.247211,0.5923742,1.299082,0.5714961,0.8138067,0.7127657,1.131218,0.6742051,1.428385,1.013985,1.160575,1.485009,1.349219,1.307754,1.491981,1.099167,0.5170251,0.8001147,1.275433,0.8402524,1.482278,1.108923,0.5231785,1.497473,1.327109,1.002489
38,0.6705666,1.374942,0.7594133,1.385253,0.5435416,0.7528406,0.902097,1.494101,1.275914,1.194655,0.7906473,0.6603174,0.5754648,1.424788,0.697458,1.010528,1.105923,0.8956488,0.8548348,0.9737213,0.529066,1.028564,1.342116,0.6061025,0.6059108,0.969731,0.9584526,1.069647,1.118085,0.5810795,1.260398,1.141735,1.036318,0.8805536,0.5706072,0.7529735,0.765946,0.8371355,0.7897437,0.5071681,1.334622,0.963653,1.291067,0.7920112,1.207007,0.9022973,1.196536,0.7961734,0.747376,1.063182,0.5297261,0.8430352,1.479153,0.7630011,1.363039,0.9230608,0.782826,1.072575,0.6520969,1.005549,0.7193881,0.5922384,0.7182482,0.9573341,0.8467578,1.025058,1.086035,0.9270012,1.066681,1.282292,1.107082,0.5063169,0.7059051,1.153288,1.1141,1.004682,1.423079,1.312605,0.9126938,1.093058,1.100525,1.494248,0.6348271,1.087671,1.400707,1.069938,0.659455,1.323782,0.6274076,0.7561498,1.378937,1.373886,0.832685,0.5966944,1.43778,1.414672,1.032905,1.371233,1.270253,1.031948,0.7037627,0.9550565,1.148809,1.399125,1.109128,1.259532,1.08713,1.4695,0.8739016,0.687733,0.6045048,1.371278,0.8609794,1.13434,1.442525,1.01264,1.085123,0.855577,1.156627
39,0.9598251,1.018382,1.080004,0.7517379,1.281757,0.6874889,0.5881548,0.6937541,0.8780082,0.5369279,0.5200082,0.9162642,0.8923512,0.8671474,0.7316566,0.628661,0.8180782,0.6874746,0.6590792,1.486812,0.5177323,1.164368,1.21238,0.5896746,0.6348604,1.333716,1.188161,0.723345,1.064755,1.133928,1.462546,0.5148278,0.9146065,1.140858,0.8846232,1.303342,1.146668,0.8770635,1.454868,0.604889,0.8338774,1.477919,1.010357,0.8494737,1.280225,1.250573,0.7403701,1.031332,1.479559,1.297057,0.9547022,1.386921,0.9615058,1.302951,0.961663,0.6704567,1.392355,0.5520896,0.695101,0.7230414,1.393819,0.5898098,0.955041,0.9532182,1.363599,1.14268,0.7066849,0.9514933,1.445024,1.428314,0.7204154,0.7558746,1.180431,1.251682,1.494798,0.652313,0.7165117,0.5004066,1.09695,1.388404,0.5244158,0.5760596,1.2283,0.7196133,1.045437,0.5426274,1.353322,1.063636,1.191695,0.6016665,1.123487,1.322224,1.056963,0.9443262,0.8360695,0.6190675,0.5978784,0.5398838,0.8670943,1.425044,0.656388,1.152059,1.048808,1.076245,0.7391411,0.9738275,0.5435868,0.6374673,1.417372,0.6203244,0.9039451,0.561966,1.233343,0.5566966,1.417196,0.8802599,0.7115098,0.8960246,0.8199313
40,1.326858,1.040002,0.9972984,0.874747,0.7811478,0.5481915,0.7518641,0.8740081,0.969446,1.325731,1.304435,1.017133,0.8333122,0.9844057,1.114321,1.291969,1.194416,1.074627,1.392972,1.14661,0.7990406,0.5434985,1.366002,0.5698448,1.185221,1.367171,1.453845,1.462766,0.8021306,0.7558096,0.8014846,0.8999506,1.356987,0.7023424,0.5871737,1.107511,0.6540785,0.5929499,0.8536121,1.382209,1.424916,1.182079,1.018021,1.182423,1.392416,0.7449215,0.9414254,0.9964733,0.8798754,0.5002266,0.7231481,0.8054698,0.6775111,1.460821,1.039401,0.5333598,1.4365,1.014954,0.8581364,0.8579182,0.6081069,1.123646,0.9142933,1.359803,1.128521,1.154484,0.8214668,1.2423,0.7366102,0.5677407,1.362891,0.6968019,1.214928,0.735395,1.159194,1.245154,0.7846866,1.03358,1.139929,1.4403,1.176018,0.6303339,0.7203906,0.839404,0.9403016,0.7895879,1.266945,1.078529,0.6499234,0.760541,0.8100805,1.189125,1.31935,1.014636,0.611602,1.476269,1.185201,0.6033803,0.8892498,1.137931,0.6359547,0.8601839,0.7979498,0.7449726,1.237336,0.9937061,1.353042,0.502933,0.756041,0.7737493,1.121572,0.5306956,1.075024,1.344708,0.8879587,0.774475,1.190755,1.169973,0.7320014
41,1.109489,0.7447316,1.331839,0.9713934,0.7326602,1.173766,0.9197488,0.862555,1.442919,0.8454247,1.144261,1.443115,1.24433,1.101998,0.6270572,1.378334,1.462086,1.233256,0.589568,0.8715955,1.336546,1.475739,1.400108,1.425382,1.005754,1.18216,0.6016007,1.204477,0.9950349,0.8721281,0.5599462,0.5756696,0.5024067,1.223165,1.303443,1.341223,0.7033454,0.9388602,0.626588,1.40107,0.9692177,1.365249,1.397514,1.068703,0.7794886,1.269193,1.216749,1.372277,0.9555608,0.5846251,1.102357,1.47,0.8679054,0.8728762,1.304539,1.081611,0.7377864,1.3992,1.153139,1.182268,1.336971,1.345011,1.275566,1.420791,1.447411,1.062379,1.199973,0.858665,0.5360551,1.400622,1.414018,1.248253,0.659126,0.7509977,0.6023779,0.7847734,0.6695486,1.443905,1.294843,1.249061,1.423569,0.8410742,0.9784857,0.9295518,0.5775452,0.8280146,1.397322,0.592001,0.7936262,1.011016,1.096599,1.03608,1.323221,0.7414741,1.166405,1.499206,0.7041338,0.6267221,1.083792,1.160954,1.45672,0.8749256,1.371329,1.375369,0.5721367,1.069099,1.253718,1.027619,0.8520685,0.837192,0.8978781,0.5875152,1.14318,1.301647,1.264431,1.021842,1.204026,1.319064,1.183627
42,1.24421,0.8713101,1.240039,1.300039,1.104023,1.227938,0.7350368,1.437307,1.481754,1.215672,0.6423708,0.7428265,0.7879074,1.396389,1.016579,1.149001,1.066603,1.002824,1.170718,1.000672,1.374297,1.155415,0.671473,0.9300655,0.7881379,1.295881,1.206723,0.9066426,1.027043,0.8603146,1.454439,0.76007,1.063202,0.764396,0.9687453,1.123749,0.8098869,1.161932,1.397686,1.056537,1.009063,1.208025,1.494815,1.181486,0.5948212,0.629733,0.7031049,0.865126,1.339922,0.9657874,0.8394878,1.150909,0.8058569,1.30614,1.157599,1.423856,1.211499,0.6796541,1.274401,0.9331416,1.279275,1.153394,1.360264,0.8342449,0.795491,0.7611258,0.9446973,0.6707174,1.080084,1.193592,1.26873,0.8671707,1.01927,1.081007,1.141609,1.270386,0.5980994,0.9166168,1.106806,0.8080864,0.7677762,1.156305,1.094905,1.423756,1.458327,1.098086,1.480315,1.192057,1.069297,0.6674496,1.08725,0.8552327,0.700031,0.9415659,1.102262,1.018168,0.54525,1.133037,1.277459,1.229426,1.350398,0.7083587,0.9384338,0.8806449,0.9395305,0.872317,0.5691393,0.8732706,1.16861,0.8134122,1.116103,0.9555546,0.5603478,1.103815,0.5778654,1.181237,1.201469,0.5115085,1.290951
43,1.133672,0.9292718,1.138921,1.334243,1.006343,0.9585241,1.05464,0.806065,0.6486157,1.168343,0.876884,1.281745,0.7197516,0.7728213,0.6701597,0.8114071,1.307765,0.5642604,1.234225,0.8485098,0.737632,0.9126507,1.254113,0.7977001,0.6148524,0.8565808,0.5957028,1.483716,0.6478395,1.481687,0.5846795,0.6196378,0.6018915,0.8581454,1.250313,1.458655,0.7934666,1.358212,1.486443,1.465538,1.092677,0.6505743,1.266145,1.310299,0.957286,1.10426,1.30013,1.312527,0.858655,0.8999466,1.42531,0.9067285,0.7862301,1.404941,0.8010878,1.078368,0.6876586,0.7199366,0.5695478,1.176475,0.6886391,0.6334233,1.333225,0.754429,1.213761,0.7424656,1.332717,0.9366062,1.010008,1.174005,1.279422,1.053574,1.264958,0.7032188,0.8083617,0.9870576,1.312996,1.44627,1.184109,1.313619,1.204738,0.8602873,1.287561,1.133712,1.218877,0.7531227,0.5356884,0.7871453,1.243002,0.5167921,1.131009,1.170785,0.6886641,1.010328,0.7074723,1.030568,1.217349,1.218986,1.131389,1.390872,1.16103,1.226404,1.090019,0.7221502,1.204262,0.5842359,1.485913,0.8365645,1.049109,1.01403,0.5209412,1.320424,0.5587648,0.5438704,1.096737,1.156281,0.6862894,1.415363,1.135552
44,0.9397474,1.16083,0.6295486,1.475362,0.8913911,0.5373998,0.9568726,1.25463,0.8358515,0.7715782,1.369151,0.8177699,0.5773814,0.6046093,0.53596,1.307221,1.20484,0.952911,0.7673083,0.5988354,1.023681,0.74329,1.100536,0.7555274,1.058767,0.636489,1.024521,0.5681028,0.7135906,0.5235866,0.863392,0.5769863,1.447174,1.424996,0.7684694,0.9168289,1.283975,0.6593026,0.6066417,1.307761,1.177363,0.5235265,1.450713,0.8916982,1.392076,1.040255,1.005543,1.441991,1.18291,1.093024,1.102294,1.446766,1.460554,1.375912,0.8966769,1.158523,0.8263428,0.6490212,1.130255,1.325857,1.091747,0.8540415,1.44104,0.799765,1.083186,0.9927224,1.183096,0.8740482,0.654613,1.031631,0.6822379,0.7101294,0.6462694,1.047047,0.7447775,0.674041,0.892577,1.160506,0.898706,0.7060116,1.268083,1.232865,1.157421,0.595567,0.9346458,1.307941,1.453932,1.358762,1.373599,0.5537622,0.9315352,0.9974544,1.487354,0.6682847,0.8038687,0.7233217,0.9335999,0.688448,1.319344,0.851599,1.331555,0.5350202,0.5743316,1.158255,0.5232856,1.305904,1.398553,1.163507,1.423202,0.6755883,0.5163802,1.214844,1.043185,0.6159374,0.5039006,0.6319829,1.10469,1.111534,1.390119
45,1.22629,1.095151,1.15045,1.466222,0.7966841,1.16276,1.233184,1.340383,0.9426598,0.9339558,1.190441,0.6041291,0.9788072,1.267811,1.011353,1.020563,1.247032,1.181141,1.272281,1.278742,0.9987593,0.7154246,1.302628,1.49801,1.411721,1.204717,1.009639,1.096416,0.5980109,0.7468858,0.776701,0.738127,0.8983288,1.481599,0.9378086,1.307825,1.322071,0.5480931,1.276183,0.9635021,1.036047,0.881197,1.282829,1.084678,0.6601473,0.6872512,0.8711266,1.203208,1.076274,1.199711,1.184951,1.052979,0.5621103,1.323877,1.236762,1.223366,0.7886587,0.7524393,0.7991588,0.5544672,0.5126443,0.8940442,0.5239539,1.412238,0.6447548,0.8952091,1.2183,0.5970622,0.9467982,1.091028,1.260992,1.160263,1.229958,1.233905,0.5685223,1.480062,0.7325955,1.360052,1.037863,1.10143,0.8798142,0.668931,1.191831,1.1483,0.6869347,0.9612215,0.8024357,0.8276029,0.9880661,1.142048,0.7111184,0.7446313,1.113273,0.6328347,0.8133578,1.223452,1.063723,1.0551044,1.241466,1.482833,0.9939509,1.249064,0.9564099,0.901057,0.7262184,1.112851,1.45406,1.257574,1.21584,0.8550006,0.9157702,1.366257,0.7770764,0.660623,0.574653,0.8437133,1.216606,1.256674,0.7287043
46,1.415056,0.7563486,0.554449,1.244,1.317603,1.491361,1.215673,0.6124251,0.6623816,0.6788228,0.816339,0.9460587,0.9996954,0.6425296,1.357085,0.911499,0.500021,1.403274,0.9470818,0.6865833,1.357731,1.347694,0.744097,1.38369,1.079663,1.316909,1.213727,0.5151504,1.050107,0.7196446,0.9160166,1.44455,0.8205614,1.156811,0.745455,1.125102,1.307115,0.9240547,1.133648,0.5747292,0.7455439,0.5758982,1.034187,1.313652,1.394955,0.8822115,1.040342,1.484547,1.153538,1.471172,0.9061922,1.191662,0.9979386,0.5602744,1.320333,1.061855,1.312251,0.5703473,1.081388,1.30107,1.386306,1.068676,1.222017,1.0006,0.8790532,1.109289,0.6563795,1.346636,1.409575,0.5819826,0.516941,1.191354,1.052009,1.177169,0.6200582,0.6883274,1.381533,0.8339767,0.9161049,0.6289613,1.381631,1.052953,1.074112,1.103935,1.07982,0.861855,0.547458,1.154405,0.861057,1.18025,1.337851,0.5846635,0.9153722,0.7448581,1.023551,1.472849,1.224161,0.8779517,1.416272,1.381788,0.9383319,0.8226473,0.7124722,0.9340555,1.216731,0.8177258,1.372035,0.6348673,1.252716,1.183031,0.9915938,1.204272,1.244737,0.8422211,0.6004446,1.078298,1.37057,0.9523858,0.6301546
47,0.7868313,0.6894747,0.7693862,0.9259742,1.219132,1.480585,0.8730941,1.183527,0.5636734,0.697209,1.40842,0.7036913,0.942705,0.6828094,0.8906294,0.7857696,0.795536,1.340057,0.7247042,1.195727,1.387257,1.412591,0.7516886,1.390526,1.310585,0.8219114,1.094201,0.7267366,1.495183,1.445253,1.103286,1.1858,1.155889,1.464034,0.7714642,0.5363572,0.9395024,0.6642944,0.8274238,1.336146,1.254064,0.7385082,1.334567,1.093007,0.9617137,0.5295017,0.550859,1.371845,0.9015918,0.602175,1.369015,1.092007,1.043377,1.329098,1.168957,1.090138,1.137786,1.045053,0.9226954,0.7347203,1.411384,1.037443,0.8595965,1.438546,0.9878187,1.493308,0.507431,0.545147,1.061345,1.241772,0.5962672,1.421538,1.337633,0.9121391,1.338595,1.351312,1.453618,0.5211814,0.9717049,1.348777,0.7335524,0.8973561,1.409059,1.156803,1.103642,1.173779,1.404923,0.6892906,1.099155,1.234723,0.773571,0.7234622,1.350826,1.492703,0.7122618,1.059882,1.400165,1.115274,0.8615838,0.7519903,1.297071,0.5998121,0.8854998,1.02232,0.7309078,0.8987239,1.316874,0.8173189,1.153003,0.5690983,0.8049526,1.191605,1.466638,1.311418,0.5799318,0.5277759,1.128384,1.48154,0.7684291
48,1.005198,1.405289,0.9018914,0.5641217,0.7432011,1.360559,0.9702354,0.8449296,1.388797,0.8939061,0.6761469,1.30377,1.272097,0.7797776,1.151706,0.5837403,0.6118562,1.296062,0.8399439,1.394626,0.8069046,1.368556,1.057311,1.098089,1.40188,0.6444663,0.9642721,1.352384,1.091535,1.275273,0.7818046,1.33025,1.086117,1.428765,1.439492,0.6267192,1.435421,1.371378,1.191618,0.5688008,1.162601,1.41816,0.8660222,1.209097,1.299919,0.5817206,0.8195073,0.8107125,1.231211,1.279928,1.414672,0.8283923,0.9185275,1.327778,0.7420534,1.350552,1.194353,0.6913021,1.242137,0.9112348,1.353735,0.667851,0.5502115,0.7280625,1.427601,0.9075218,0.5667786,0.785349,0.5671322,0.785276,1.04832,0.6029781,1.470121,1.246143,1.335279,0.8474602,1.196581,0.8546423,0.8856701,0.920159,1.437459,0.95411,0.8551728,0.7491078,0.7585627,1.499661,0.764529,0.9208394,0.8800014,1.291698,0.8787406,0.7691186,0.5466362,1.342884,1.233917,0.5106375,0.8060503,0.5754598,1.406496,1.467397,1.033407,1.126349,0.5605817,0.589185,1.140128,0.9039518,0.7959118,0.7953726,0.7443833,0.8657798,1.289131,1.029663,1.005632,0.8920829,0.8112758,1.274625,0.5376782,0.9917862,1.182
